id,text,text_for_vec,text_length
78a6a3a8da91010e8b5f2ccecbd4c456,ค้นหารีวิวและภาพก่อน-หลัง การศัลยกรรมอีกบากมายได้ทีแอป unni,ค้นหารีวิวและภาพก่อน-หลัง การศัลยกรรมอีกบากมายได้ทีแอป unni,59
9f89578ac5a0900bee7f025abcd4291c,"ame รุ่น ราคาสุดคุ้ม 859 889 1,739 1,749","ame รุ่น ราคาสุดคุ้ม 859 889 1,739 1,749",40
9a0e87bcaad92c1aa524ea32f1bde4b8,,empty_record,0
57f4ed0627da2860959903391f44fa81,alig มีอะไรบัพนะ aiive,alig มีอะไรบัพนะ aiive,22
2964d0f2477068876fac184adbc2e183,fist สมัครง่าย,fist สมัครง่าย,14
2ae33af90645016f2e0cf23c15bbec75,"glacier 3000 59,888","glacier 3000 59,888",19
d4242cac0a884095df5a0490b99761f0,"acer intel. swit lite 5,000,-","acer intel. swit lite 5,000,-",29
b7ea647ece3de5eb5c841515e13b6850,สยามทีวี mobile itexp0 ai 50 สุดคบ 6000. 45,สยามทีวี mobile itexp0 ai 50 สุดคบ 6000. 45,43
fedb1567f606d647d161771d9bee648a,"เติมคางละมุน ไม่ต้องรอนาน ฟิลเลอร์คาง 7,888..","เติมคางละมุน ไม่ต้องรอนาน ฟิลเลอร์คาง 7,888..",45
d2653036f21a7e4ae0ae94bdaae8ceba,33,33,2
293632e348f0523e3e2f92d559519248,growth hacking เป็น data analyst squ command,growth hacking เป็น data analyst squ command,44
4576b0d33e60605826d8a3ea826b6ad6,"คนหมิง ,11,888.","คนหมิง ,11,888.",15
c6bf68cd3577495434f5a2394ba11931,เรียนกีตาร์ไฟฟ้าออนไลน์ 990.- คอร์ส,เรียนกีตาร์ไฟฟ้าออนไลน์ 990.- คอร์ส,35
2cf9e42082b09ed19972a9984e65f8af,"จบทุกปญหาผิว botox aestox 2,900. nabota 4,250.-- 12,000. 14,400.","จบทุกปญหาผิว botox aestox 2,900. nabota 4,250.-- 12,000. 14,400.",64
3e71e3bbe48361edf3c4dd0cc82d8333,"56 ดีลแรง รับซัมเมอร์ รับส่วนลดสูงสุด 8,300.","56 ดีลแรง รับซัมเมอร์ รับส่วนลดสูงสุด 8,300.",44
e22290e7a4c731da840e6dc9acfb7da8,acer intel. welrame swift go 14 intel,acer intel. welrame swift go 14 intel,37
b667c39496b948d7aa8fb89118a07706,เสือคลุมกัน uv ปองกันอันตรายจากแสงแดด ใส่แล้วเย่น ลดอุณหภูมิ ใส่สบาย ตัวละ 319 บาท,เสือคลุมกัน uv ปองกันอันตรายจากแสงแดด ใส่แล้วเย่น ลดอุณหภูมิ ใส่สบาย ตัวละ 319 บาท,82
df514baf937987dafadcfb12c4b77138,"cassie ทวีปเก่า 53,888","cassie ทวีปเก่า 53,888",22
57aad02906487a2a4d3371fdaa0e1849,"69,888","69,888",6
eb5dc9e2933c9c13b463b5e8c147c5d5,"อฟรีป อฟรี2 957_ 1,595.-","อฟรีป อฟรี2 957_ 1,595.-",24
417504aa5ea75b19acc217fcd53d49e9,สุขภาพดี ทัวไทย สุขเจ 50,สุขภาพดี ทัวไทย สุขเจ 50,24
9274433ab69457aa8bf25e882067af8f,,empty_record,0
839fd6388da0136e5daef95ab3839be1,"bali recharge 18,999 18,999.","bali recharge 18,999 18,999.",28
7bea2815aa11785988ef9167a7837067,,empty_record,0
a5dc004fddf49faa6273a55e216ed4e8,1ว,1ว,2
f3dfa5e8a1494af254bcf97c6e24c62a,สด 20 ง่ายๆ เพียง แปะ ลด ๖ช,สด 20 ง่ายๆ เพียง แปะ ลด ๖ช,27
e3153ca4cb8a17396ff018c7d5937b9d,"2,255. - แถมฟรี เปย์เธอ","2,255. - แถมฟรี เปย์เธอ",23
db0548df222231ebab3c3d1ac1047339,"สวัยคุมงบ รายการ 3,500.- ซอฟฟิลเลอร์","สวัยคุมงบ รายการ 3,500.- ซอฟฟิลเลอร์",36
e758f891d0e2fb345c0b84be94ba0eb3,"อฟรีป อฟรี2 1,197 1,995.-","อฟรีป อฟรี2 1,197 1,995.-",25
721e0fedd616e0abb0039505897ad05b,"อฟรีป วฟรี2 747. 1,245.-","อฟรีป วฟรี2 747. 1,245.-",24
3d66a0b3f8f83d0cd86ce274359f5182,"เวย์โปรคีน พิเศษ 1,840.","เวย์โปรคีน พิเศษ 1,840.",23
a2c288bad94e9fac514f9abe85137f8b,"iphone หลากรุ่น iphone 13 iphone 14 iphone 15 7,600.","iphone หลากรุ่น iphone 13 iphone 14 iphone 15 7,600.",52
b9ea232c6646c727c0e9b4ee61122161,"ดีลดี เวรี่เด็ด 240,000.-","ดีลดี เวรี่เด็ด 240,000.-",25
5f4b7f1701500f210f7fc615bfc3467e,promotlon best summer deals,promotlon best summer deals,27
66510f486428cebf982c8aa7b8a313b1,"คุ้ม 2 ต่อ 1,259 980 1,729 double sale 1,999","คุ้ม 2 ต่อ 1,259 980 1,729 double sale 1,999",44
21b200419a13e251d7b5176196aac91e,"bali premiumz 29,993 ,29,999.","bali premiumz 29,993 ,29,999.",29
9bbd166b1379cf12b416da2300e0b931,ผ้าอ้อมลดคุ้ม 3ฟรีป,ผ้าอ้อมลดคุ้ม 3ฟรีป,19
bce3b643c28027745fba66af642ea466,10 10,10 10,5
4a0fdcae136562de3270ed8b374ecbdf,"คุ้ม 2 ต่อ เหลือ 1,756 1,239 1,419 . double sale","คุ้ม 2 ต่อ เหลือ 1,756 1,239 1,419 . double sale",48
7bd9e91073b71b24b81bc9bdde2235f6,". สูงสุด 90 ,",". สูงสุด 90 ,",13
694eef847f50f63344070b9119bd2489,ตามหา คนอยากผิวขาวเล่นแสง 20,ตามหา คนอยากผิวขาวเล่นแสง 20,28
37f7ffe20af33f9e4550b170115a48f6,20,20,2
998d6c24bd0e39493c7462a2d485474b,ทุน เรียนต่อ ป.โท uk great scholarships 430 000 zidp,ทุน เรียนต่อ ป.โท uk great scholarships 430 000 zidp,52
a985a316482613ee9d70e8ac806ece6b,แจกฟรี e book สอนภาษาอังกฤษ,แจกฟรี e book สอนภาษาอังกฤษ,27
437828a57aa4849db2539c67b068e45d,summe,summe,5
24adcacb36570920b9567da3f09b9f03,เปยเธอ ส่งฟรีทกดิล,เปยเธอ ส่งฟรีทกดิล,18
7077a5b23413e5e7f3d678e9bd7802ac,"คุ้ม 2 ต่อ 1,579 เหลือ 1,169 double sale","คุ้ม 2 ต่อ 1,579 เหลือ 1,169 double sale",40
5d0fabc5e05cd0f99652767f5e04768e,"0200d3 เชียงไอ้ าสนก 10 13 เมษายน 68 ราคาเพียง 7,888","0200d3 เชียงไอ้ าสนก 10 13 เมษายน 68 ราคาเพียง 7,888",52
68ae5ac583c8158baf3bfdde286bf5ef,น้อง ท้า 100 รางวัล มูลค่า,น้อง ท้า 100 รางวัล มูลค่า,26
1237f0c6702a40d1d2065401d02dc058,"82,620 81,675","82,620 81,675",13
1307abbe3ea621b857d908f618cf5931,pre ยักษ์,pre ยักษ์,9
f35aa0944dd4563c58568a665e33f9d5,รูไฟแนนชศีกรุงไทย ดีลสดคัม,รูไฟแนนชศีกรุงไทย ดีลสดคัม,26
05a3498a0e456a37b4a642df16047dcc,"15,900.","15,900.",7
3c36e5055b3a35f4bd7ddda29fd086d9,"มหัศจรรย์ ..bali 17,999.","มหัศจรรย์ ..bali 17,999.",24
daa883717dd5e84447ce89b1d1250274,เอ็มแรป เฮเที่ยวไทย,เอ็มแรป เฮเที่ยวไทย,19
efbd1cf5a9402b30c051a1e265c498c2,,empty_record,0
eb1619c4edf135f616066cb42cb53869,รวมตั๋วดิสนียแลนด์ 10 14 เมษายน 68 ราคาเพียง 32999,รวมตั๋วดิสนียแลนด์ 10 14 เมษายน 68 ราคาเพียง 32999,50
9c6904d5956a7d550c279be838a9f4e9,24 8pm4 - saie 29 march ลดเพิน 60 10 ลดเพิน ลดเพิน 150.. 12,24 8pm4 - saie 29 march ลดเพิน 60 10 ลดเพิน ลดเพิน 150.. 12,59
661d1a205adbd68c591090e7067063cc,"saktratulip . 29,888","saktratulip . 29,888",20
d695f65515a729945495fbcd10bcfd79,12 16 เมษายน 68 38899,12 16 เมษายน 68 38899,21
e5920902c4e237c91dfbc39cea8bc5d3,,empty_record,0
ee619268e02889da17fc523b9f6ba2b1,"promotion only 3,549. free. entrance","promotion only 3,549. free. entrance",36
5f243a8c065db567bb8d00cdce9399f7,2609๑ 01 - 05 เม.ย.68,2609๑ 01 - 05 เม.ย.68,21
2f594f5dad9e67a5a2bfc974a93603ef,"bali recharge 17,999 17,999.","bali recharge 17,999 17,999.",28
3aa12706a5c1f7655f8dea1761aaca62,healthy idistrict 3 กิจกรรม เจิดเต็ม3 วัน,healthy idistrict 3 กิจกรรม เจิดเต็ม3 วัน,41
a4a8b080db4f432d408258e4ed6a633d,"โอชาก้า 34,000","โอชาก้า 34,000",14
1bb88619fe255b4c29783d7ef4ba64b7,ฝู้โกวิก,ฝู้โกวิก,8
ffe153a72b93d5b1655b92252110d1e7,มี.ค. เม.ย.68 เริ่มต้น จองาวร,มี.ค. เม.ย.68 เริ่มต้น จองาวร,29
397d788d553d8a553529d8a8311da868,wake up the รวม condo ศุภาลัย ไกล้ อยู่เอก์ฟิน ง,wake up the รวม condo ศุภาลัย ไกล้ อยู่เอก์ฟิน ง,48
0068d6a4efb38f58296cd2d847359854,ราคาเพียง 14 18 เม.ย.68,ราคาเพียง 14 18 เม.ย.68,23
680030fd002000d9b85549d59bb890aa,ลดราคา5 00d ลดเหลือ จากปกติ22999 030023,ลดราคา5 00d ลดเหลือ จากปกติ22999 030023,39
22f2329f84b0615d41e1ca9887c900f3,รูอ ในเมืองไทย,รูอ ในเมืองไทย,14
e2db75fca50fcff049a44d5fd078a7a0,"thelitlle, early bird ลดสูงสุด 30","thelitlle, early bird ลดสูงสุด 30",33
d807778c25fd1b7d9c9b71b81093df8d,2009๑ o1 05 เมษายน 68,2009๑ o1 05 เมษายน 68,21
4831ad617da3b77196c63b54186c61fa,เชี่ยงไฮ้ 27 31 มีนาคม 68 26888,เชี่ยงไฮ้ 27 31 มีนาคม 68 26888,31
af778d41d77cef9c475777222c1d45d4,มหานครเชี่ยงไอ้ 14 เมษายน 68 ราคาเพียง 23888,มหานครเชี่ยงไอ้ 14 เมษายน 68 ราคาเพียง 23888,44
50a3c63d43041ca5d854aa6151324ee1,grown,grown,5
305e2d1b3f411f796d40a2e1bdfe841f,ullite,ullite,6
6096f1cf10d848d5803ea14a15cef5a8,just around the corner,just around the corner,22
b1ddb9a6b75352d36f29c11d9232b85f,,empty_record,0
71520737538238af569a2aa19ee9a888,"intel 890 990 4,290. 1990.-","intel 890 990 4,290. 1990.-",27
bb0e5615464e1973044deb94d960da64,two for tuesdays,two for tuesdays,16
2cd40f8ecd13bb3e21146f87536e16cf,acer intel. swift go 14 โคจากทุกที่,acer intel. swift go 14 โคจากทุกที่,35
3999ad4287e0d565cd82d1a19ad612b5,acer intel. welcome,acer intel. welcome,19
a2d26ceb4c2d021dc19db500970c8c78,double thefeelgoqd,double thefeelgoqd,18
2f5ded665c01bc8bcd85208b8627e63d,"""อร่อยเหมือนทานทีร้าน"" mo ,250","""อร่อยเหมือนทานทีร้าน"" mo ,250",30
01f6a09af9ee9ffddb64cea5146cc601,"รวม 5 ร้านหม่าล่าลดเดือด ลดสงสุด 1,000.-","รวม 5 ร้านหม่าล่าลดเดือด ลดสงสุด 1,000.-",40
0c4868082167a29040847a7f34496723,it atv สายเกมเมอร์,it atv สายเกมเมอร์,18
d2e0e9eeb24c2576d30a6442bbc12be8,extra extra,extra extra,11
283ad659584c8c2ed739cc51209006c7,การันดีอัปเกรด os ฟรี 7ปี,การันดีอัปเกรด os ฟรี 7ปี,25
56768036b21ed1decc65161e094b6b45,it atv คอมประกอบ,it atv คอมประกอบ,16
933206270f89ad44822ad47e49822fe4,99,99,2
725c1cb67070a24e6664561fbfbe2ca5,,empty_record,0
ce649f447e9f42d01e693bd4ae444572,,empty_record,0
e472946cb6423352ef5f5251391cdc0a,2025 14 330.,2025 14 330.,12
0bd335cd97fd66d45a6d541e08d0e359,เมนูไหม่ matcha berry bingsu mojo jojo edition เพียง สงพรี ฮังเลย,เมนูไหม่ matcha berry bingsu mojo jojo edition เพียง สงพรี ฮังเลย,65
e356c9cf9b1a2d302c061797e2489938,ซื้อคอมพิวเตอร์ที่ ihavecpu มีของแถมอะโรบ้าง ช็อคอมพิวเตอร์กับ ihavecpu รับสินค้า ภายใน ชัวโมง,ซื้อคอมพิวเตอร์ที่ ihavecpu มีของแถมอะโรบ้าง ช็อคอมพิวเตอร์กับ ihavecpu รับสินค้า ภายใน ชัวโมง,94
6a537a8846b6ef6be6f2e6bffe93a8b9,bample templates a inspiration,bample templates a inspiration,30
4339b23b07406859b1270201121a9ae7,drie thr u burcer bund use promo code. bundle9,drie thr u burcer bund use promo code. bundle9,46
c68db38a8d3db7b63d8c17dd19331fb8,,empty_record,0
f87d7bef4f73e024bf5222164f849c79,"dell vostro 3430 12,990.","dell vostro 3430 12,990.",24
36aca11a3566d9a5dae76207f38db9ec,lotus ลดจัดหนัก ว้าว,lotus ลดจัดหนัก ว้าว,20
527f1cac81ee807f20a221a514fe7e1f,,empty_record,0
4f5fe40212d9a1c47b81f6a516b9fc20,lineman ลดเพิ่ม70. lmgugu,lineman ลดเพิ่ม70. lmgugu,25
cc38bb86c7a585dc25b355245372098e,99.,99.,3
024e5f5d8c6619653eb959af20a24032,เครื่องดื่ม mikka,เครื่องดื่ม mikka,17
16137225f9b4284f59e87d3e63042a24,ชาไท๊ย ลดเหลือ 29,ชาไท๊ย ลดเหลือ 29,17
57a7554dbc3c0804bd8f38938e0dc237,ฝรายส์ 890 สดา grabfood,ฝรายส์ 890 สดา grabfood,23
9ebbd940eee8768e3548008f13f82e62,บัตร karun ลดจัดเต็ม ลดเหลือ 9 บาท,บัตร karun ลดจัดเต็ม ลดเหลือ 9 บาท,34
43a64e4658d5f6f2765f7796b39af44a,"you i จัดโปรอิ่ม ลดเหลือ1,513 บาท","you i จัดโปรอิ่ม ลดเหลือ1,513 บาท",33
db33122c99f4f95b1c8df3275f822ec6,50 lmamz,50 lmamz,8
980263d7ed5a9d3b9bd5fcb0be5bd534,ใหม่ เบคอน,ใหม่ เบคอน,10
22b71d5a8c9593d7538425b2951c2292,ชาไทย,ชาไทย,5
a0a7ed33622d930ed4c1626098d93afa,แถม แชลมอน 350.,แถม แชลมอน 350.,15
0bc131e4ee23715000ce7169234034cc,อะเมซอน 2 แก้ว ตกแก้วละ 30 กว่าบาท,อะเมซอน 2 แก้ว ตกแก้วละ 30 กว่าบาท,34
f00c08c64bf2ae7269c8ac4c9100ba6b,ไมีอัน 299 วากิว 399,ไมีอัน 299 วากิว 399,20
7d82c580033250b0541abd020cb48fe4,lineman 40 off 229 bulgogi,lineman 40 off 229 bulgogi,26
55b8ce6e3902abd3c71c54fceea63fdf,omakase ลด 20 ทุกคอร์ส,omakase ลด 20 ทุกคอร์ส,22
595bb8f5319d334ed028cc0126bfb173,loco here promotion crear1,loco here promotion crear1,26
aaca0cd0da5f1b1cab5f2d3195f39054,donburi lunch set 159 ion,donburi lunch set 159 ion,25
08f59f038a886fd1a658fb3932899f6d,,empty_record,0
c7b3a29ce3f63b04e5bc6909602da2cd,flash sale 24 มี.ค. บัตร starbucks ลดแรง60 บัตร 1oo.- ลดเหลือ 40.-,flash sale 24 มี.ค. บัตร starbucks ลดแรง60 บัตร 1oo.- ลดเหลือ 40.-,66
f5aedbabe93abe6b2a0a7e643cd855c6,buy free 169.,buy free 169.,13
9221d4d26352097adaf2efe8e3bb7bae,อดเนจือ เ9,อดเนจือ เ9,10
f4726fb216d17581a89c9a931af5e077,hot deals ลดสูงสูด80,hot deals ลดสูงสูด80,20
82ca77ec35f63cf46807a2527d14628b,,empty_record,0
824f509921be5284ee178a8ca18966ec,hot,hot,3
27bebc446e94e2625e13af11359f2a28,หมู สามชั้น g2 4 228,หมู สามชั้น g2 4 228,20
6d65e9a986e587d318cbb7f0498d3309,hot frash 50,hot frash 50,12
adb328b9106d2d60e50e8d9c78f75e48,grด โปรไมลิบ วิสดอม 0 ชาระย่าน grab dine out deale,grด โปรไมลิบ วิสดอม 0 ชาระย่าน grab dine out deale,50
85e4c9862d9194de6c21229cbe64c3b9,879,879,3
5d0108c8f841c3fc84eed43b20f9054f,33. 133 .,33. 133 .,9
0228d08c4cb74462a5af70f71f9da693,,empty_record,0
087d1e05584767affb365f26b061bed3,t ว 239 bath,t ว 239 bath,12
0ca3b6be2903304647f4b19eda26d61b,คู่อร่อย 89,คู่อร่อย 89,11
c2033bd8ebcc3213a0ff2ff63205b55d,บัตร momo ลดสะใจ ลดเหลือ 299.,บัตร momo ลดสะใจ ลดเหลือ 299.,29
8491ad40990c4b978e75f2afd554df6a,bomb พระราม5 276 และของทานเลน,bomb พระราม5 276 และของทานเลน,29
6fea40a50873360b8498e4eb237383e3,"โปรทรง ใส่โค้ด"" mega"" ลดสูงสุด 60 สูงสุด 6o บาท sdd","โปรทรง ใส่โค้ด"" mega"" ลดสูงสุด 60 สูงสุด 6o บาท sdd",51
2f1b8833950720065329fb5bab4d9067,รับฟรี เครปกรอบ กระปุก เมื่อชื้อสินค้าหน้าร้านครบ 229.-,รับฟรี เครปกรอบ กระปุก เมื่อชื้อสินค้าหน้าร้านครบ 229.-,55
d0156e92534d07c903ea913dab069b99,ซือ 850. ฟร แซลิมอน,ซือ 850. ฟร แซลิมอน,19
3163e2c014fe9767218ad5e6981b04f0,รักเธอ 24 ชั่วโมง มีจ่าหม่ายแล็วที่7-11 คนนี้,รักเธอ 24 ชั่วโมง มีจ่าหม่ายแล็วที่7-11 คนนี้,45
8dad136e3c791ea1aea3d72f12a57874,รับฟรี ขาข้าวหอม แก้ว เมื่อชื้อสินค้ามะยงชิดซีรีส์ รสใดก็ได้ 1 ชิ้น,รับฟรี ขาข้าวหอม แก้ว เมื่อชื้อสินค้ามะยงชิดซีรีส์ รสใดก็ได้ 1 ชิ้น,67
8eda5f0a79712a23ca7aa5fff0bc7dbf,ไชซ์ร 39. do 603,ไชซ์ร 39. do 603,16
9f48182d21f978a52452e8a556571469,129 frity,129 frity,9
20d38ffa7948b3845b5260af39440f26,109,109,3
bd50e7115d6acf291ba50a4e7982fae3,,empty_record,0
4627dd9e8a3d264c72e944d0ae5ea693,เซลใหญ่วันเกิดลาซาค้า เฉพาะไนไลฟ์ สด ชลบอน แชลมอน,เซลใหญ่วันเกิดลาซาค้า เฉพาะไนไลฟ์ สด ชลบอน แชลมอน,49
2d726176bd3929f6b0e461a609c7c5f4,ชีสซี่ ดังก์ เชค เชคสนุกเค็มรสซีส 89. 89.,ชีสซี่ ดังก์ เชค เชคสนุกเค็มรสซีส 89. 89.,41
f074a3cef3c8a4e1d7cac639d565e6a5,umami 79- แถม,umami 79- แถม,13
facade3f9f271150f7990558411cae02,super,super,5
87299cc22dc6a3c7d90343bb9d92d19b,saie 1. แถม 229 สังเลย,saie 1. แถม 229 สังเลย,22
c5ca1351b0773c8e3036afd9467afeb5,69 1oo 105,69 1oo 105,10
ba01a0e2b8b0a1187f67f1b7fc67fab8,2 thai. series bowlsset นิว 360,2 thai. series bowlsset นิว 360,31
d70f2cb6c6db7a3d8f1bfeeb2d24e7d6,"คูปองส่วนลด 500.- สำหรับแพ็คเกจ santdand 499. ราคาปกคิ2,495.- เหลือเมียง 995.","คูปองส่วนลด 500.- สำหรับแพ็คเกจ santdand 499. ราคาปกคิ2,495.- เหลือเมียง 995.",77
956d5afb2f3ab7c9872d1dc945126c29,steak,steak,5
3d2e27c5634317b64f899e419d77c582,endless possbilities,endless possbilities,20
20ffecc0684a0abdbd4d07940ab59145,,empty_record,0
442fa7f51ec4b5a53ca72de81c896acc,poppabl s,poppabl s,9
7cd069eb49fc79cb9921b5cec711611f,ebeat ฝีดได้อีก,ebeat ฝีดได้อีก,15
bbb6ae243756582133b19777537baf01,ลดทันที 5 12 20 25 30,ลดทันที 5 12 20 25 30,21
dcfe3a768d974cb648d29baa2cf1d958,kaa goffee,kaa goffee,10
0e6f1830ae0be415b71ea0244d282d49,เสิรพี เคี้ยวเพลิน 49,เสิรพี เคี้ยวเพลิน 49,21
ddf5e49cf933719d43333b973024ac8b,evian,evian,5
2ffc6379a294b6ca1ff356d32949ca8a,avallable at tops,avallable at tops,17
788b6a7a0627eb50de2d434f36d05071,299_,299_,4
b9d2a7341ae8bb78871121ed0eb50925,bhc chicken 159,bhc chicken 159,15
e3460d4e5785a9d309f51387395b6132,8,8,1
55bfb7adbcdcdff643e33235823eef4e,deser. highland beef turkey 22 364,deser. highland beef turkey 22 364,34
afd4f338540d5ae7656fb607b9b48596,30,30,2
5ad693ec307b1ae69e4182865361d665,ชีเสิร์ฟ สายไหนก์แช่บได้แค่มีควิกแสบ,ชีเสิร์ฟ สายไหนก์แช่บได้แค่มีควิกแสบ,36
ae9a7cbed4d495e003eec2ca850174bd,,empty_record,0
2a0c8c5884878702ee4709303670367a,เมลทส์ เรื่มต้น129๖ สงเลน,เมลทส์ เรื่มต้น129๖ สงเลน,25
1f6ce33f48ff1111df9938f43a4c4aa7,saเon fake,saเon fake,10
331fde8a39d107145e788d4523da3291,ลดเพิ่ม b1oo panda1oo,ลดเพิ่ม b1oo panda1oo,21
5e568625062208ea0285289d5adb9452,ปแถม ลด 60 40 u..,ปแถม ลด 60 40 u..,17
0f432bf4fb87c986c5d18d3c794e7f93,milkman coffee capsule,milkman coffee capsule,22
66d8b1822da63af0d53aee168fb0d6d5,red set a 1688.,red set a 1688.,15
7d5b97f69c2a424154d13027e52eaac2,,empty_record,0
f888eb5980f1d958482e794f0afc977e,setl 4358 happy,setl 4358 happy,15
0ffcf78afcaebc6d584c0c6e1c45ee12,"shu daxia member รม""สวบลด""สูสด","shu daxia member รม""สวบลด""สูสด",30
188ce1a313fcbe8e9bd976ca3e524ae8,picked freshly pressed.,picked freshly pressed.,23
2ab1d148643cc8a765e53c4899fe2a3a,.s.pellecrio san pellegrino italian sparking 330 ml 24 can melograno chinotto. pompalmo baht box best,.s.pellecrio san pellegrino italian sparking 330 ml 24 can melograno chinotto. pompalmo baht box best,101
14fe936d9ed6dcb6d231cad61255fa1c,,empty_record,0
043329b11fbdef70eec25ea114f4f4fe,cral,cral,4
f9ad26297ac4e84936a749b11d0f3301,makropro เช้อบสุด บกขบวนขนมแบรนด์ดัง snackbrands festival มันส์,makropro เช้อบสุด บกขบวนขนมแบรนด์ดัง snackbrands festival มันส์,63
a061108cbe751e310843649d475d06c6,brand day 170,brand day 170,13
03859fc97409a088b468ccf4faf01d3c,1700 ฮังเลย,1700 ฮังเลย,11
174961cbe735b9071c8e647501795d4c,grabfood mega sale grabbo,grabfood mega sale grabbo,25
6fe2cc6f86de797eacb668af7230e1fd,รวมโปรเดือดแบรนด์ดัง,รวมโปรเดือดแบรนด์ดัง,20
afab049a787d5f14f66da117dd5294b4,grabfood,grabfood,8
05a14e770d6383678335001844590619,เลือเพียง บ.,เลือเพียง บ.,12
c42df042493735f7d8e2464af44ac605,tops,tops,4
2ea6a231f603e018410b20e3c9a12fe9,ลด3 grabfood,ลด3 grabfood,12
3ffd3a4645797bf3d1c2ff6dcd3d3467,ลดเดือด ที่ line man lmkfc kfc ฮอทแซนเดอร์ 199.,ลดเดือด ที่ line man lmkfc kfc ฮอทแซนเดอร์ 199.,47
6ed261f64686b6b86c6e20f63e80e729,รวมโปรเดือดแบรนด์ดัง .,รวมโปรเดือดแบรนด์ดัง .,22
2ed2968ae8112446569aa4500b40a7f7,รวมโปรเดือดแบรนด์ดัง .,รวมโปรเดือดแบรนด์ดัง .,22
b839a1d604e01f2d3fba7bb5b0c053fd,70,70,2
d15256c95fca5c0fdd0c83e272284fc2,119บ grabfood,119บ grabfood,13
08e9284588a078cde959bc9968218ad6,เตรียมพบกับ รางวัลที่สุดของ ร้านอร่อยรีวิวดี,เตรียมพบกับ รางวัลที่สุดของ ร้านอร่อยรีวิวดี,44
c7710b9839bcaeaf73767cc23eca767a,เหลือเขียง 99 ลด3 ใหม่ grabfood mego,เหลือเขียง 99 ลด3 ใหม่ grabfood mego,36
edefb15182aaf969da6d5de724605963,สั่งครั้งแรก,สั่งครั้งแรก,12
cccfe050ea90653a5657656b62b43aae,รวมโปรเดือดแบรนด์ดัง,รวมโปรเดือดแบรนด์ดัง,20
9b639fe08d5a4d15d5802f3f836d79d4,เหลือเมืยง 3ไบ grabfood,เหลือเมืยง 3ไบ grabfood,23
79ec1e28e5a757d234fc5863770421c2,129บ grabfood,129บ grabfood,13
dc75a32f62f2488ae109d49ceb8fdc42,รวมโปรลดแรงจาก lineman ลดเลย 100.- ใส่โค้ด lnemam,รวมโปรลดแรงจาก lineman ลดเลย 100.- ใส่โค้ด lnemam,49
d4da8cb85a7feee0e29573e5f142eff0,cheesgchickenbite 69บ,cheesgchickenbite 69บ,21
2ac817d97b6ecc727bfe85aad4fe682e,เหลือเมืยง 39บ 99 ษ. grabfood,เหลือเมืยง 39บ 99 ษ. grabfood,29
eb427efb183c00be4282cc8a55125c79,119บ grabfood,119บ grabfood,13
ecf4169d74699a67e914e7f8623c8105,d0 grabfood,d0 grabfood,11
b8d81abd9d2022d1cd59ad5c5afddc13,รวมโปรเดือดแบรนด์ดัง,รวมโปรเดือดแบรนด์ดัง,20
9d9b703fb56d7055945304aac750c3d4,60. lmauntie60,60. lmauntie60,14
7ce19c542e80106920b899d658361922,59บะ 119 บ. grabfood,59บะ 119 บ. grabfood,20
63b8791bc0fb0ba03e9e22c7dbf899e8,89บ grabfood,89บ grabfood,12
1fd03e9bdd1bc6e9350ecc7980401204,social presence,social presence,15
6931c000b2702a572b6277ac38132904,คอหมูย่าองบาวเหนียว สดะ 39บ grabfood,คอหมูย่าองบาวเหนียว สดะ 39บ grabfood,36
8e98a9f52c7b4e1e39b1c09d2e73f9ef,สถไหญสบไว ดีลลดแรง ใส่โค้ด grabfood,สถไหญสบไว ดีลลดแรง ใส่โค้ด grabfood,35
d2ba0d6641855b51a2f6c221e8291914,hot dealsลดแรง รวมดีลสุดคุมที grabfood grabfood,hot dealsลดแรง รวมดีลสุดคุมที grabfood grabfood,47
ea9271c1af559650ad702939ce65cc10,119บ grabfood,119บ grabfood,13
1eac19b1ae0a3bc6b0615597726a5af3,flet python flet 3 in development,flet python flet 3 in development,33
1a5ff57ee21904a3cefc7899cd3af8f7,"เรียนต่อป.ตรี-โท ทุน macouarie university ออสเตรเลีย มูลค่า 250,000 สมัครด่วน สำหรับป 2025 ทุกคน idp","เรียนต่อป.ตรี-โท ทุน macouarie university ออสเตรเลีย มูลค่า 250,000 สมัครด่วน สำหรับป 2025 ทุกคน idp",100
40f193b5bfd7f20fc34de178f81ab04f,digital rketing agency g,digital rketing agency g,24
ef7b5d34dd9db16f7b792848c2425969,,empty_record,0
0990433195f7aed08c0e78f105f13a70,from now,from now,8
cb570c514eb198c0edd98a19c9e800f7,กางเกงกีฬาขาสั้น 60 ลดสูงสุดเหลือ 98 บาท,กางเกงกีฬาขาสั้น 60 ลดสูงสุดเหลือ 98 บาท,40
3da61c9be952a7a4c06591f96618ab2e,get allreg priced shoes,get allreg priced shoes,23
fdc856a65e8aa92bba1f398148e2e867,,empty_record,0
3c5b42a216be4b61a3b722cb058f446f,149. cliff เกาหลีเกาใจสุดฯ ลดหนักมาก รีบเลยเดียวหมด ทาง shopee,149. cliff เกาหลีเกาใจสุดฯ ลดหนักมาก รีบเลยเดียวหมด ทาง shopee,62
722dafa281c3a7816b1473d2405903e3,"สายโปรแกรมเมอร์ 3,390.-","สายโปรแกรมเมอร์ 3,390.-",23
5efc5db6c238f141ae07d4f29fce1b16,sale,sale,4
